aX,aY,aZ,gX,gY,gZ
0.689,0.002,0.002,-81.726,-144.836,-50.293
0.789,-0.056,-0.045,-83.13,-140.015,-43.823
0.891,-0.135,-0.102,-83.679,-133.911,-40.161
0.947,-0.183,-0.154,-85.205,-127.747,-37.781
1,-0.244,-0.187,-85.876,-119.995,-35.034
1.058,-0.282,-0.22,-85.571,-109.314,-30.823
1.11,-0.328,-0.276,-83.618,-98.206,-24.902
1.129,-0.373,-0.312,-77.881,-89.478,-18.555
1.13,-0.427,-0.322,-69.58,-80.505,-13.428
1.129,-0.469,-0.322,-62.622,-69.946,-9.644
1.127,-0.482,-0.332,-58.105,-58.594,-5.554
1.102,-0.489,-0.347,-52.979,-48.34,-2.38
1.074,-0.501,-0.349,-45.837,-39.307,-2.869
1.021,-0.499,-0.341,-38.025,-30.579,-3.784
0.987,-0.487,-0.337,-31.494,-19.775,-4.15
0.961,-0.459,-0.328,-26.062,-9.277,-4.211
0.95,-0.427,-0.315,-20.874,-0.366,-4.211
0.951,-0.39,-0.3,-15.625,6.226,-3.54
0.942,-0.349,-0.287,-9.705,10.62,-1.526
0.932,-0.316,-0.277,-3.113,13.55,1.099
0.923,-0.289,-0.278,4.028,16.113,4.456
0.909,-0.269,-0.278,10.986,17.761,7.874
0.894,-0.254,-0.287,16.785,19.409,10.803
0.883,-0.246,-0.291,21.912,20.691,12.817
0.869,-0.23,-0.295,26.306,22.766,13.184
0.864,-0.205,-0.305,28.87,25.879,12.695
0.87,-0.173,-0.321,29.785,28.687,10.986
0.872,-0.14,-0.343,30.334,30.701,8.85
0.879,-0.112,-0.366,31.677,32.166,7.08
0.878,-0.09,-0.379,33.386,32.959,5.371
0.871,-0.064,-0.396,34.058,33.813,3.296
0.867,-0.04,-0.411,32.654,35.522,1.465
0.871,-0.009,-0.425,30.273,37.781,-0.305
0.881,0.013,-0.441,27.527,39.734,-1.343
0.887,0.031,-0.458,25.879,40.527,-1.77
0.892,0.039,-0.468,25.513,40.405,-1.587
0.892,0.041,-0.486,24.719,40.039,-0.793
0.895,0.034,-0.509,23.193,39.795,0.488
0.895,0.025,-0.529,21.79,39.063,2.136
0.887,0.005,-0.551,21.24,38.452,3.601
0.875,-0.02,-0.565,21.362,38.879,4.761
0.865,-0.052,-0.576,21.24,40.344,5.92
0.851,-0.082,-0.579,20.813,42.542,6.836
0.838,-0.115,-0.567,20.874,45.593,7.08
0.838,-0.143,-0.551,21.24,49.683,6.409
0.847,-0.161,-0.535,21.362,54.138,5.31
0.854,-0.168,-0.515,21.057,58.289,4.944
0.844,-0.188,-0.503,20.874,61.523,4.944
0.872,-0.187,-0.494,22.095,64.392,5.92
0.874,-0.191,-0.501,24.17,65.552,7.202
0.84,-0.194,-0.521,26.855,65.613,6.104
0.799,-0.192,-0.531,29.358,66.04,7.263
0.769,-0.198,-0.542,31.982,69.275,8.179
0.729,-0.193,-0.539,33.264,73.425,8.667
0.714,-0.185,-0.519,33.386,78.369,8.728
0.71,-0.162,-0.499,32.043,83.862,9.033
0.719,-0.134,-0.478,30.396,88.623,9.766
0.728,-0.103,-0.462,29.358,91.919,11.963
0.725,-0.078,-0.466,29.541,93.14,15.442
0.687,-0.059,-0.504,31.616,92.163,19.897
0.632,-0.058,-0.544,35.217,90.088,24.231
0.571,-0.066,-0.58,38.208,89.722,28.198
0.515,-0.072,-0.608,39.368,91.431,31.189
0.48,-0.079,-0.611,39.001,95.398,32.532
0.463,-0.068,-0.593,36.926,100.647,33.386
0.464,-0.044,-0.577,33.997,106.018,34.363
0.473,-0.017,-0.563,31.311,109.131,36.804
0.47,0.008,-0.554,30.579,108.826,41.199
0.46,0.024,-0.57,31.86,105.957,47.668
0.435,0.016,-0.611,35.095,101.196,55.847
0.373,0.014,-0.67,40.161,95.337,64.697
0.291,0.004,-0.721,45.105,91.553,70.862
0.229,-0.01,-0.736,47.363,92.59,73.853
0.203,-0.011,-0.728,46.204,98.572,74.524
0.153,0.575,-1.287,39.185,62.683,53.955
0.125,0.569,-1.304,40.894,58.35,55.786
0.097,0.555,-1.322,41.931,53.833,55.481
0.055,0.557,-1.34,40.71,49.866,53.223
0.035,0.583,-1.354,38.025,46.692,48.035
-0.011,0.588,-1.355,34.973,43.701,39.307
-0.04,0.629,-1.333,30.884,40.833,30.64
-0.026,0.651,-1.317,25.33,40.588,22.461
-0.002,0.688,-1.329,19.653,38.513,13.611
0.001,0.732,-1.347,14.099,32.654,5.981
0.01,0.761,-1.36,10.864,24.536,-1.038
0.013,0.786,-1.368,8.24,16.968,-6.226
0.023,0.8,-1.372,5.249,9.888,-9.155
0.028,0.802,-1.377,2.197,2.991,-11.475
0.041,0.785,-1.376,-0.854,-4.028,-13.794
0.038,0.746,-1.377,-3.357,-11.719,-16.968
0.037,0.703,-1.38,-6.104,-19.165,-21.729
0.033,0.667,-1.397,-9.827,-25.818,-28.137
0.016,0.646,-1.412,-14.709,-31.494,-35.522
0.034,0.629,-1.414,-19.836,-35.278,-41.26
0.031,0.625,-1.426,-24.597,-39.063,-46.753
0.016,0.632,-1.437,-29.48,-43.579,-51.086
0.021,0.626,-1.45,-33.508,-47.729,-54.504
0.012,0.629,-1.467,-37.354,-53.345,-57.495
-0.022,0.626,-1.483,-41.565,-60.059,-59.814
-0.039,0.62,-1.483,-45.898,-66.223,-61.096
-0.073,0.614,-1.483,-50.72,-72.388,-62.988
-0.098,0.591,-1.474,-55.481,-78.979,-64.331
-0.115,0.569,-1.455,-59.875,-86.609,-65.857
-0.161,0.546,-1.415,-64.514,-94.91,-66.833
-0.172,0.493,-1.363,-68.054,-102.478,-68.115
-0.166,0.453,-1.327,-71.106,-108.398,-68.115
-0.175,0.42,-1.286,-73.914,-116.211,-68.237
-0.191,0.386,-1.23,-75.073,-124.634,-68.97
-0.203,0.343,-1.152,-76.111,-132.629,-69.702
-0.201,0.303,-1.084,-76.904,-140.259,-71.045
-0.195,0.269,-1.012,-78.369,-147.705,-72.876
-0.179,0.24,-0.948,-79.834,-153.748,-75.989
-0.155,0.228,-0.883,-81.116,-157.959,-79.346
-0.119,0.224,-0.796,-82.581,-161.438,-82.458
-0.063,0.221,-0.707,-84.473,-162.598,-83.191
-0.003,0.211,-0.635,-85.51,-163.452,-80.994
0.044,0.195,-0.568,-84.229,-165.527,-77.576
0.089,0.175,-0.505,-81.421,-167.175,-72.998
0.124,0.153,-0.462,-78.979,-168.335,-67.261
0.144,0.136,-0.425,-77.209,-169.189,-61.768
0.173,0.109,-0.378,-75.623,-169.373,-57.312
0.212,0.078,-0.338,-75.317,-167.725,-53.711
0.264,0.04,-0.292,-75.867,-165.588,-50.232
0.33,0,-0.235,-77.332,-162.598,-46.509
0.4,-0.03,-0.188,-78.369,-160.095,-42.175
0.46,-0.069,-0.157,-78.369,-158.569,-39.001
0.515,-0.113,-0.135,-77.087,-159.058,-35.645
0.568,-0.161,-0.136,-75.195,-159.912,-32.166
0.618,-0.206,-0.152,-72.998,-160.339,-29.358
0.665,-0.246,-0.183,-70.435,-159.546,-27.893
0.695,-0.283,-0.222,-67.566,-157.837,-28.015
0.717,-0.324,-0.256,-63.721,-154.114,-28.87
0.756,-0.361,-0.271,-58.777,-147.644,-29.48
0.784,-0.374,-0.263,-55.359,-139.343,-29.602
0.815,-0.378,-0.251,-53.589,-130.005,-29.541
0.854,-0.383,-0.233,-51.147,-120.178,-28.809
0.899,-0.382,-0.222,-46.936,-110.535,-27.039
0.916,-0.377,-0.218,-42.175,-101.807,-24.353
0.94,-0.347,-0.211,-37.659,-92.224,-21.545
0.97,-0.351,-0.216,-33.142,-80.078,-18.433
1.012,-0.332,-0.218,-29.602,-68.298,-16.174
1.06,-0.332,-0.2,-26.306,-57.495,-15.076
1.104,-0.314,-0.203,-22.766,-46.753,-12.817
1.155,-0.297,-0.225,-19.165,-36.499,-11.169
1.194,-0.272,-0.26,-16.235,-28.076,-9.705
1.21,-0.244,-0.3,-13.306,-20.691,-8.057
1.204,-0.22,-0.313,-10.315,-14.465,-6.104
1.183,-0.204,-0.317,-7.263,-6.897,-2.93
1.18,-0.198,-0.325,-3.845,2.38,1.831
1.153,-0.195,-0.32,-0.061,9.521,6.653
1.124,-0.209,-0.317,4.333,15.93,10.925
1.095,-0.231,-0.324,7.69,22.644,13.916
1.054,-0.251,-0.345,10.437,28.992,15.808
1.008,-0.264,-0.353,14.16,34.729,16.113
0.974,-0.269,-0.355,17.334,41.26,14.709
0.945,-0.263,-0.354,18.799,47.974,13
0.926,-0.248,-0.356,19.47,53.894,12.085
0.908,-0.232,-0.356,21.118,58.594,10.437
0.898,-0.217,-0.357,23.499,61.279,9.033
0.877,-0.197,-0.347,25.33,61.768,7.812
0.856,-0.176,-0.349,26.489,61.462,7.263
0.844,-0.162,-0.36,27.466,60.669,7.385
0.824,-0.146,-0.364,28.87,58.96,8.179
0.814,-0.138,-0.366,30.945,58.411,8.545
0.809,-0.135,-0.379,32.41,58.777,9.46
0.798,-0.14,-0.387,35.156,58.838,10.742
0.784,-0.152,-0.384,38.879,59.509,11.597
0.78,-0.163,-0.38,41.626,61.89,12.085
0.774,-0.164,-0.388,42.725,64.758,12.695
0.761,-0.159,-0.395,43.701,66.528,12.268
0.753,-0.157,-0.39,45.41,68.176,10.864
0.75,-0.147,-0.387,46.265,70.007,9.705
0.744,-0.125,-0.401,45.654,70.923,8.85
0.735,-0.097,-0.419,44.8,70.007,8.667
0.726,-0.074,-0.447,44.983,69.458,8.789
0.709,-0.055,-0.48,45.776,68.848,9.644
0.691,-0.045,-0.498,46.753,68.481,10.62
0.678,-0.027,-0.5,46.021,69.824,11.475
0.683,-0.008,-0.493,43.091,73.364,11.719
0.692,0.009,-0.496,40.283,76.66,11.841
0.703,0.023,-0.493,38.33,78.979,11.841
0.701,0.033,-0.503,37.659,80.872,12.146
0.694,0.036,-0.519,37.476,82.581,13.672
0.683,0.03,-0.536,38.269,84.534,15.991
0.669,0.018,-0.551,38.94,88.013,18.494
0.657,0.006,-0.56,38.696,92.59,20.325
0.643,0.001,-0.566,37.354,97.595,21.667
0.632,0.005,-0.563,35.461,103.394,22.156
0.627,0.015,-0.57,33.264,110.046,22.095
0.608,0.038,-0.606,30.884,114.868,22.461
0.552,0.055,-0.644,31.128,115.479,22.522
0.491,0.056,-0.666,34.119,115.112,23.132
0.442,0.04,-0.669,36.987,116.089,24.963
0.173,0.465,-1.425,33.447,44.678,26.794
0.162,0.467,-1.425,34.363,40.527,27.649
0.156,0.451,-1.403,34.058,36.987,27.039
0.203,0.428,-1.391,31.433,35.522,25.208
0.234,0.427,-1.41,26.794,31.372,20.264
0.257,0.434,-1.445,22.644,24.109,12.39
0.279,0.451,-1.479,18.982,16.724,3.113
0.298,0.477,-1.516,14.404,10.071,-5.249
0.292,0.515,-1.568,9.338,3.784,-11.475
0.278,0.539,-1.589,5.127,-1.587,-16.174
0.258,0.553,-1.593,2.014,-5.981,-19.226
0.237,0.562,-1.584,-1.526,-9.583,-21.545
0.224,0.558,-1.563,-5.005,-13.123,-23.865
0.215,0.541,-1.535,-8.362,-17.639,-26.733
0.202,0.528,-1.516,-11.902,-23.743,-29.663
0.183,0.518,-1.506,-15.625,-31.738,-33.081
0.162,0.51,-1.499,-19.348,-39.917,-36.682
0.114,0.495,-1.491,-23.621,-48.645,-40.1
0.096,0.485,-1.482,-28.015,-56.335,-42.053
0.074,0.464,-1.478,-32.227,-63.965,-44.373
0.049,0.438,-1.468,-35.95,-73.12,-47.058
0.028,0.413,-1.452,-39.673,-83.008,-50.171
0.017,0.384,-1.43,-43.884,-91.98,-54.016
0.019,0.358,-1.402,-48.584,-100.525,-57.861
0.001,0.345,-1.363,-52.917,-109.558,-61.584
0.009,0.322,-1.318,-56.091,-116.272,-63.782
0.016,0.315,-1.282,-59.387,-121.765,-63.171
0.007,0.298,-1.235,-61.157,-128.845,-62.134
0.002,0.268,-1.156,-61.035,-135.681,-60.974
0.009,0.24,-1.069,-60.852,-140.137,-59.326
0.025,0.213,-0.98,-61.279,-143.005,-57.251
0.053,0.193,-0.894,-62.012,-145.691,-54.993
0.068,0.169,-0.804,-61.523,-148.682,-52.734
0.084,0.139,-0.707,-59.265,-151.428,-50.415
0.103,0.107,-0.615,-56.702,-153.32,-48.34
0.126,0.075,-0.535,-54.993,-154.724,-47.302
0.153,0.048,-0.459,-54.199,-155.151,-47.607
0.19,0.026,-0.391,-54.382,-154.358,-48.218
0.236,0.012,-0.332,-55.237,-152.283,-48.462
0.296,-0.002,-0.29,-55.115,-148.926,-47.607
0.359,-0.022,-0.261,-54.321,-145.325,-45.532
0.415,-0.048,-0.246,-52.49,-141.968,-43.091
0.475,-0.084,-0.235,-50.232,-138.306,-40.588
0.528,-0.117,-0.227,-48.584,-133.789,-37.842
0.598,-0.135,-0.23,-48.523,-128.296,-35.095
0.658,-0.154,-0.241,-49.316,-122.131,-32.471
0.698,-0.153,-0.268,-50.293,-115.967,-30.334
0.741,-0.161,-0.285,-49.927,-108.948,-27.893
0.789,-0.166,-0.292,-48.462,-100.403,-24.78
0.836,-0.169,-0.293,-47.302,-91.064,-20.813
0.863,-0.164,-0.297,-46.997,-83.252,-17.334
0.886,-0.166,-0.295,-46.387,-76.355,-14.16
0.9,-0.176,-0.296,-44.8,-69.641,-11.108
0.903,-0.188,-0.311,-41.87,-64.392,-8.118
0.884,-0.205,-0.316,-38.269,-60.547,-5.432
0.875,-0.217,-0.323,-34.851,-55.786,-3.296
0.863,-0.228,-0.335,-32.654,-49.927,-0.671
0.872,-0.237,-0.343,-31.555,-43.823,0.549
0.869,-0.227,-0.343,-30.701,-38.452,1.648
0.866,-0.21,-0.365,-29.724,-33.02,3.54
0.869,-0.199,-0.386,-27.405,-27.222,5.859
0.874,-0.196,-0.397,-24.048,-22.339,8.423
0.862,-0.207,-0.4,-20.935,-18.616,10.681
0.88,-0.21,-0.395,-17.883,-15.198,13
0.882,-0.222,-0.39,-15.076,-11.78,12.634
0.881,-0.22,-0.384,-13,-9.949,10.925
0.895,-0.215,-0.392,-11.658,-7.324,9.277
0.904,-0.19,-0.408,-10.681,-4.944,7.629
0.919,-0.172,-0.436,-9.155,-3.723,6.653
0.926,-0.156,-0.47,-6.042,-3.296,6.531
0.925,-0.159,-0.495,-1.587,-3.418,6.653
0.923,-0.17,-0.505,2.686,-2.991,6.287
0.918,-0.173,-0.506,5.371,-1.221,6.165
0.919,-0.168,-0.514,6.409,1.709,5.127
0.915,-0.146,-0.527,6.348,4.944,4.028
0.907,-0.125,-0.536,6.47,7.385,2.808
0.904,-0.102,-0.539,7.446,9.277,1.099
0.904,-0.083,-0.538,7.568,11.169,0.244
0.911,-0.065,-0.543,7.263,12.39,0
0.923,-0.049,-0.539,7.69,12.756,0.305
0.926,-0.041,-0.541,8.484,12.512,1.282
0.915,-0.034,-0.549,9.094,10.803,2.686
0.895,-0.041,-0.567,9.766,9.277,4.456
0.87,-0.051,-0.58,10.925,8.118,5.798
0.852,-0.07,-0.578,11.353,7.935,5.615
0.837,-0.085,-0.565,10.132,8.484,4.333
0.841,-0.092,-0.555,7.69,10.01,2.625
0.852,-0.089,-0.552,4.883,11.23,0.366
0.86,-0.076,-0.559,2.563,11.292,-2.075
0.869,-0.066,-0.565,1.587,10.986,-3.784
0.878,-0.063,-0.575,1.404,10.193,-4.15
0.871,-0.061,-0.574,1.587,8.972,-3.357
0.869,-0.073,-0.57,2.136,8.606,-1.953
0.868,-0.088,-0.565,2.808,9.033,-0.549
0.857,-0.103,-0.551,3.418,9.216,0.183
0.856,-0.123,-0.539,3.601,9.583,-0.061
0.865,-0.141,-0.535,2.991,10.071,-0.671
0.863,-0.146,-0.542,1.953,9.888,-1.099
0.858,-0.152,-0.554,2.38,9.46,-1.831
0.852,-0.164,-0.561,4.272,9.705,-3.296
0.846,-0.176,-0.555,6.226,10.62,-4.333
0.841,-0.181,-0.545,7.568,12.512,-5.371
0.837,-0.183,-0.525,7.996,14.709,-6.531
0.846,-0.181,-0.509,8.179,17.029,-7.812
0.86,-0.177,-0.493,8.606,18.616,-8.972
0.87,-0.16,-0.495,8.484,18.799,-9.827
0.871,-0.141,-0.508,8.667,18.066,-9.888
0.865,-0.123,-0.53,9.521,18.005,-9.216
0.857,-0.113,-0.545,11.475,19.165,-8.301
0.855,-0.113,-0.554,13.367,21.301,-7.019
0.85,-0.117,-0.549,14.465,24.414,-5.615
0.851,-0.127,-0.533,15.32,27.954,-4.639
0.856,-0.136,-0.515,16.174,31.616,-4.15
0.859,-0.144,-0.496,17.09,34.546,-3.967
0.86,-0.143,-0.488,17.822,36.926,-4.028
0.858,-0.134,-0.489,18.982,39.124,-3.479
0.843,-0.13,-0.493,19.836,40.649,-2.991
0.841,-0.131,-0.503,20.752,42.969,-2.625
0.822,-0.127,-0.505,21.606,45.105,-0.854
-0.106,0.737,-1.269,15.076,-6.958,-2.319
-0.082,0.783,-1.319,11.414,-14.465,-10.132
-0.128,0.833,-1.393,9.155,-25.513,-22.156
-0.162,0.87,-1.469,7.874,-38.33,-35.461
-0.174,0.911,-1.549,6.775,-49.561,-49.377
-0.197,0.972,-1.644,2.136,-60.73,-66.04
-0.208,1.041,-1.747,-5.249,-73.242,-85.693
-0.193,1.12,-1.833,-13.977,-87.769,-109.07
-0.198,1.205,-1.889,-24.658,-106.201,-136.353
-0.154,1.276,-1.924,-37.537,-125.61,-164.429
-0.077,1.326,-1.959,-52.917,-144.348,-190.125
-0.002,1.358,-1.962,-70.251,-164.307,-211.792
0.076,1.338,-1.911,-88.806,-182.251,-228.027
0.147,1.286,-1.848,-108.643,-196.289,-235.229
0.196,1.211,-1.76,-126.648,-207.336,-231.201
0.207,1.101,-1.651,-138.184,-216.064,-220.032
0.188,0.97,-1.516,-144.043,-223.206,-205.688
0.114,0.836,-1.382,-147.705,-229.309,-190.43
-0.016,0.7,-1.227,-148.499,-234.741,-175.354
-0.138,0.559,-1.049,-144.714,-236.816,-162.292
-0.279,0.454,-0.847,-141.418,-234.314,-151.611
-0.469,0.397,-0.655,-140.198,-229.309,-142.883
-0.657,0.35,-0.437,-138.184,-222.9,-136.108
-0.782,0.291,-0.201,-136.169,-214.417,-132.996
-0.832,0.224,0.031,-137.024,-203.186,-133.545
-0.794,0.143,0.226,-141.541,-191.528,-136.353
-0.721,0.07,0.375,-147.217,-183.655,-140.198
-0.602,-0.023,0.497,-150.208,-179.504,-143.616
-0.448,-0.13,0.599,-150.391,-177.612,-143.86
-0.278,-0.235,0.658,-149.963,-176.636,-140.137
-0.07,-0.336,0.685,-149.17,-175.476,-132.019
0.146,-0.417,0.673,-146.484,-174.011,-121.582
0.361,-0.512,0.634,-141.357,-172.974,-108.459
0.566,-0.611,0.583,-133.362,-171.082,-91.553
0.741,-0.699,0.499,-124.756,-166.199,-72.327
0.89,-0.759,0.409,-116.76,-157.959,-51.941
1.014,-0.803,0.308,-107.971,-146.057,-33.081
1.114,-0.829,0.211,-98.45,-132.08,-16.357
1.181,-0.842,0.121,-88.501,-116.821,-3.174
1.216,-0.842,0.034,-79.712,-99.792,8.484
1.241,-0.844,-0.045,-71.655,-81.299,19.165
1.246,-0.822,-0.12,-62.927,-61.707,28.564
1.231,-0.778,-0.186,-54.26,-41.565,35.522
1.192,-0.728,-0.224,-46.631,-22.034,40.222
1.146,-0.662,-0.247,-39.734,-3.54,45.227
1.104,-0.603,-0.248,-32.776,14.526,50.659
1.073,-0.554,-0.231,-24.902,30.884,56.091
1.031,-0.505,-0.203,-16.418,44.006,61.829
0.996,-0.461,-0.174,-7.69,52.612,66.833
0.951,-0.424,-0.154,1.465,57.312,69.397
0.922,-0.39,-0.147,10.498,58.533,70.435
0.871,-0.343,-0.141,18.555,57.007,71.899
0.792,-0.332,-0.165,22.156,52.49,67.078
0.745,-0.344,-0.201,23.682,47.241,54.321
0.686,-0.275,-0.244,24.292,42.725,44.8
0.677,-0.183,-0.313,23.499,42.725,37.231
0.705,-0.104,-0.39,22.522,45.654,30.273
0.757,-0.044,-0.445,22.644,46.997,27.222
0.807,-0.007,-0.47,23.193,45.837,26.123
0.876,0.014,-0.489,24.536,42.786,25.635
0.901,0.039,-0.489,27.039,37.72,25.33
0.931,0.042,-0.488,30.396,32.288,25.696
0.931,0.043,-0.49,31.494,26.855,25.879
0.919,0.016,-0.499,31.372,22.339,23.804
0.896,0.007,-0.515,30.884,20.386,21.973
0.922,-0.006,-0.539,30.884,22.461,19.226
0.972,-0.041,-0.547,29.663,24.414,14.404
0.999,-0.055,-0.549,26.184,23.621,8.972
1.03,-0.082,-0.544,22.705,21.851,3.784
1.064,-0.098,-0.547,19.47,19.836,0.122
1.097,-0.115,-0.55,16.785,17.029,-2.625
1.104,-0.123,-0.573,15.869,13.184,-3.906
1.084,-0.139,-0.594,17.639,9.521,-3.906
1.062,-0.169,-0.613,20.996,7.568,-4.395
1.033,-0.188,-0.639,23.56,9.094,-4.639
1.01,-0.199,-0.663,24.719,13.55,-4.639
0.992,-0.203,-0.671,25.269,20.691,-5.188
0.991,-0.21,-0.663,26.489,30.823,-5.188
1.006,-0.215,-0.638,28.564,42.297,-4.883
1.017,-0.216,-0.601,31.128,52.551,-3.418
1.016,-0.21,-0.559,33.386,59.57,-0.305
1.004,-0.214,-0.522,36.072,64.697,3.113
0.991,-0.219,-0.49,38.818,67.139,6.531
0.964,-0.222,-0.462,41.565,68.359,9.827
0.94,-0.238,-0.448,44.006,69.519,12.329
0.919,-0.251,-0.441,45.837,70.679,14.404
0.897,-0.263,-0.436,47.241,72.205,15.747
0.871,-0.26,-0.436,48.462,74.097,16.602
0.848,-0.257,-0.438,49.805,77.026,16.479
0.832,-0.251,-0.431,50.537,81.116,16.418
0.822,-0.238,-0.422,51.208,85.815,16.785
0.815,-0.222,-0.409,52.002,90.82,18.25
0.805,-0.206,-0.393,53.04,94.666,20.752
0.781,-0.187,-0.38,54.199,97.046,24.292
0.745,-0.175,-0.373,56.641,97.961,27.405
0.702,-0.168,-0.355,60.059,97.412,29.297
0.66,-0.158,-0.338,62.378,96.863,29.358
0.622,-0.133,-0.337,62.378,96.619,29.602
0.587,-0.088,-0.355,60.913,95.947,30.151
0.557,-0.042,-0.388,58.96,94.971,30.579
0.523,0,-0.429,58.594,93.75,31.433
0.49,0.032,-0.458,59.448,92.346,33.752
0.455,0.064,-0.471,59.875,91.675,37.781
0.426,0.089,-0.474,59.326,91.614,42.419
0.399,0.114,-0.467,57.312,92.102,45.898
0.39,0.137,-0.459,54.016,92.896,47.913
0.4,0.155,-0.446,49.072,93.445,48.767
0.418,0.183,-0.443,43.03,93.506,49.622
0.437,0.224,-0.486,36.438,92.529,51.453
0.413,0.267,-0.575,32.288,87.28,54.993
0.364,0.267,-0.642,34.363,79.163,60.12
0.312,0.233,-0.684,39.856,73.547,66.284
0.284,0.191,-0.701,43.213,73.792,72.327
0.279,0.154,-0.695,41.687,77.82,76.416
0.292,0.142,-0.679,36.072,84.717,77.881
0.335,0.16,-0.669,28.87,94.299,77.82
0.363,0.199,-0.692,22.034,102.783,75.5
0.374,0.235,-0.709,17.212,107.361,72.51
0.368,0.279,-0.741,14.343,110.535,70.068
-0.207,0.536,-1.288,40.039,68.848,53.589
-0.213,0.564,-1.279,39.49,63.11,48.462
-0.214,0.599,-1.268,37.72,56.824,43.274
-0.211,0.637,-1.274,34.546,49.927,36.438
-0.195,0.679,-1.297,31.799,41.931,28.076
-0.187,0.719,-1.334,29.297,32.532,18.433
-0.19,0.75,-1.375,27.466,22.644,8.667
-0.188,0.775,-1.411,25.696,13.245,-1.465
-0.18,0.799,-1.431,22.522,5.249,-11.353
-0.157,0.824,-1.443,17.578,-0.671,-21.851
-0.113,0.844,-1.446,11.902,-5.554,-31.738
-0.066,0.875,-1.447,6.287,-11.353,-40.894
-0.028,0.896,-1.444,0.854,-18.738,-48.157
0.001,0.905,-1.443,-3.357,-27.649,-54.077
0.013,0.908,-1.448,-7.141,-37.109,-57.922
0.017,0.9,-1.465,-10.986,-47.119,-60.303
-0.005,0.88,-1.487,-14.16,-58.472,-62.012
-0.055,0.848,-1.516,-15.869,-69.885,-64.758
-0.113,0.811,-1.547,-17.761,-80.505,-70.435
-0.167,0.797,-1.578,-21.301,-89.966,-80.017
-0.225,0.79,-1.605,-28.015,-99.121,-93.506
-0.286,0.806,-1.615,-37.109,-109.619,-108.826
-0.306,0.813,-1.598,-47.485,-119.507,-123.108
-0.294,0.813,-1.559,-58.594,-129.7,-136.23
-0.268,0.813,-1.507,-70.679,-142.151,-146.179
-0.234,0.793,-1.449,-81.238,-156.799,-152.893
-0.187,0.745,-1.388,-90.698,-171.265,-156.921
-0.156,0.688,-1.322,-99.243,-185.059,-161.011
-0.135,0.609,-1.244,-106.995,-196.594,-166.565
-0.103,0.528,-1.138,-115.356,-203.308,-172.913
-0.051,0.468,-1.007,-125.916,-205.2,-180.603
-0.023,0.431,-0.872,-138.672,-204.712,-187.744
0.06,0.379,-0.736,-148.56,-202.698,-191.528
0.152,0.327,-0.623,-154.663,-201.111,-188.354
0.195,0.293,-0.526,-156.433,-204.468,-178.589
0.212,0.255,-0.464,-153.87,-209.595,-162.659
0.204,0.213,-0.419,-146.729,-215.759,-141.541
0.155,0.144,-0.37,-133.911,-221.191,-118.408
0.099,0.043,-0.307,-118.164,-223.938,-96.008
0.056,-0.077,-0.255,-104.553,-222.168,-76.904
0.024,-0.197,-0.226,-94.36,-216.614,-61.523
0.007,-0.31,-0.198,-84.473,-208.496,-51.208
0.002,-0.402,-0.147,-74.097,-197.266,-47.363
0.028,-0.486,-0.073,-66.711,-182.19,-47.607
0.104,-0.55,0.001,-63.599,-164.612,-49.622
0.221,-0.586,0.084,-63.293,-147.278,-51.758
0.366,-0.603,0.16,-63.477,-132.019,-54.077
0.487,-0.588,0.215,-63.049,-120.3,-55.42
0.628,-0.549,0.25,-61.89,-111.511,-54.749
0.761,-0.511,0.262,-60.852,-104.126,-51.697
0.876,-0.463,0.256,-59.387,-98.633,-45.593
1.003,-0.414,0.218,-56.152,-94.36,-37.048
1.073,-0.352,0.152,-51.575,-92.468,-27.1
1.098,-0.303,0.084,-45.532,-91.003,-17.639
1.115,-0.276,0.012,-38.879,-86.06,-9.033
1.121,-0.26,-0.053,-33.63,-77.026,-0.488
1.126,-0.246,-0.109,-30.945,-64.148,7.996
1.131,-0.234,-0.163,-30.457,-49.133,14.526
1.132,-0.233,-0.212,-31.006,-34.119,19.348
1.135,-0.232,-0.242,-31.311,-20.386,23.193
1.154,-0.203,-0.297,-30.64,-8.179,28.259
1.092,-0.22,-0.335,-27.283,1.77,37.476
1.07,-0.279,-0.371,-22.461,10.01,41.016
1.008,-0.344,-0.35,-15.686,13.855,43.03
0.959,-0.357,-0.358,-10.315,21.606,46.57
0.944,-0.375,-0.39,-9.094,30.884,46.814
0.908,-0.378,-0.426,-9.644,36.316,43.884
0.89,-0.361,-0.454,-8.057,38.94,39.49
0.871,-0.343,-0.473,-4.883,40.283,34.058
0.867,-0.314,-0.485,-1.648,40.283,28.259
0.874,-0.288,-0.489,2.197,38.879,24.353
0.888,-0.255,-0.484,6.897,36.804,21.545
0.907,-0.234,-0.492,12.451,34.668,19.043
0.899,-0.211,-0.488,18.677,30.762,17.334
0.895,-0.186,-0.489,24.353,27.405,16.357
0.901,-0.156,-0.509,28.992,25.33,15.015
0.883,-0.125,-0.53,32.532,23.804,12.817
0.888,-0.105,-0.536,34.424,22.156,8.423
0.882,-0.079,-0.525,34.485,21.729,3.723
0.9,-0.057,-0.527,33.142,24.17,-0.732
0.935,-0.036,-0.526,30.09,26.794,-4.272
0.957,-0.022,-0.527,26.672,28.259,-7.69
0.979,-0.01,-0.53,24.841,29.48,-10.437
0.999,0.002,-0.519,23.071,29.663,-11.78
