aX,aY,aZ,gX,gY,gZ
-0.909,-0.946,1.196,-21.24,4.578,-8.911
-1.09,-1.024,1.234,-24.719,7.141,-8.118
-1.231,-1.101,1.257,-31.799,10.559,-6.104
-1.33,-1.132,1.266,-43.945,14.404,-4.517
-1.375,-1.11,1.252,-57.861,21.301,-4.089
-1.379,-1.026,1.224,-70.19,31.86,-3.723
-1.364,-0.95,1.209,-77.393,46.448,-2.441
-1.345,-0.842,1.189,-79.407,63.416,0.305
-1.308,-0.697,1.148,-80.444,77.759,5.493
-1.257,-0.525,1.081,-80.078,88.745,14.709
-1.161,-0.364,0.994,-79.163,97.473,28.259
-0.986,-0.236,0.947,-80.566,100.342,44.067
-0.841,-0.081,0.902,-85.449,92.041,59.509
-0.694,0.122,0.814,-86.243,71.045,70.496
-0.532,0.286,0.651,-73.059,37.354,74.036
-0.36,0.545,0.353,-48.767,-10.925,63.11
-0.202,1.161,-0.208,-19.897,-69.397,36.438
0.105,1.995,-0.876,19.653,-123.23,10.315
0.576,2.658,-1.368,58.228,-148.621,5.981
1.346,3.623,-1.739,37.598,-111.572,37.842
2.35,3.822,-1.64,-37.415,-22.339,137.207
3.466,3.564,-1.02,-152.283,80.383,270.447
4,3.071,-0.135,-278.137,168.03,379.7
4,2.458,1.148,-365.662,224.731,445.923
4,1.343,2.687,-397.461,263.062,486.816
4,-0.445,3.745,-350.769,272.827,500.61
4,-2.922,3.746,-179.138,216.553,444.458
3.264,-4,2.67,66.345,115.967,302.979
2.106,-4,0.869,239.99,-3.967,95.947
1.333,-3.725,-0.664,262.268,-143.188,-140.198
0.745,-0.296,-0.963,167.236,-199.768,-294.434
0.098,2.024,-0.122,28.259,-106.14,-287.781
-0.693,3.39,0.966,-106.201,-8.728,-188.477
-1.37,4,1.435,-170.898,2.502,-96.985
-1.456,3.854,1.289,-129.395,-40.955,-30.334
-1.156,2.994,0.957,-43.03,-67.566,24.048
-0.83,1.892,0.705,19.836,-44.922,66.467
-0.369,0.844,0.501,51.819,-16.785,89.172
0.051,-0.033,0.28,59.937,3.357,88.623
0.396,-0.528,0.238,49.622,21.24,69.397
0.584,-0.641,0.47,27.405,39.795,40.1
0.758,-0.434,0.828,1.648,54.871,7.568
0.844,-0.111,1.123,-17.456,56.519,-18.555
0.817,0.138,1.225,-21.484,39.917,-31.067
0.646,0.268,1.087,-13.916,9.888,-32.288
0.401,0.303,0.783,-6.348,-19.287,-28.015
0.234,0.385,0.496,-6.775,-37.354,-24.719
0.062,0.427,0.337,-7.629,-41.565,-20.081
-0.02,0.45,0.315,-4.517,-30.701,-14.648
0.019,0.462,0.425,2.075,-6.531,-12.573
0.09,0.428,0.625,12.695,20.752,-11.536
0.183,0.345,0.813,25.452,42.603,-10.986
0.288,0.263,0.933,36.255,55.42,-12.451
0.398,0.177,1.028,43.701,60.608,-12.695
0.499,0.089,1.094,45.166,58.899,-11.658
0.557,0.022,1.119,38.452,48.462,-9.216
0.574,-0.011,1.102,28.076,31.738,-6.592
0.542,-0.027,1.034,18.86,13.245,-5.371
0.524,-0.039,0.957,13.062,-0.732,-6.775
0.51,-0.015,0.896,10.62,-6.592,-10.864
0.481,0.033,0.873,12.39,-6.714,-16.357
0.463,0.086,0.863,18.982,-2.563,-22.034
0.448,0.117,0.878,27.771,3.357,-26.611
0.445,0.12,0.888,35.4,9.644,-30.334
0.454,0.123,0.902,40.466,14.221,-33.203
0.466,0.109,0.916,42.847,16.357,-34.546
0.484,0.081,0.925,41.443,15.015,-34.729
0.525,0.06,0.914,36.926,11.353,-34.485
0.502,0.023,0.917,30.457,6.348,-32.104
0.495,-0.005,0.9,22.461,1.587,-31.616
0.521,-0.016,0.877,15.076,-4.028,-33.447
0.516,-0.018,0.861,9.766,-9.521,-34.973
0.524,-0.001,0.843,5.981,-12.268,-36.255
0.516,0.007,0.826,2.93,-13.672,-37.537
0.507,0.012,0.826,1.343,-16.174,-39.49
0.499,0.038,0.825,0.61,-16.663,-42.542
0.494,0.073,0.828,2.441,-15.564,-45.532
0.478,0.077,0.823,6.958,-13,-46.814
0.471,0.077,0.817,12.146,-10.01,-47.852
0.463,0.089,0.814,16.418,-8.179,-49.072
0.449,0.093,0.823,19.592,-7.019,-50.354
0.44,0.101,0.828,21.973,-6.897,-51.453
0.437,0.104,0.842,22.583,-7.812,-52.063
0.424,0.112,0.845,20.081,-9.46,-51.392
0.422,0.108,0.842,14.709,-13.977,-48.401
0.43,0.103,0.836,6.836,-19.653,-44.861
0.416,0.092,0.835,-0.977,-22.766,-41.992
0.401,0.083,0.818,-5.981,-23.743,-40.649
0.394,0.084,0.804,-7.996,-24.902,-41.321
0.383,0.092,0.789,-7.385,-25.208,-43.335
0.36,0.112,0.785,-4.639,-22.156,-44.739
0.336,0.136,0.789,-0.488,-16.296,-44.739
0.328,0.142,0.798,4.15,-9.705,-42.847
0.341,0.137,0.814,7.019,-5.127,-40.405
0.352,0.13,0.828,6.531,-2.869,-38.513
0.364,0.134,0.836,4.456,-2.441,-37.17
0.389,0.148,0.832,2.258,-1.831,-35.461
0.392,0.12,0.83,2.991,-1.404,-33.569
0.367,0.086,0.837,5.493,-2.197,-32.104
0.333,0.071,0.845,7.202,-3.967,-32.166
0.323,0.069,0.853,7.812,-6.409,-33.081
0.318,0.071,0.863,7.568,-8.85,-33.691
0.325,0.079,0.869,6.042,-11.414,-34.607
0.339,0.087,0.871,4.089,-14.526,-35.339
0.339,0.103,0.85,0.916,-18.86,-35.583
0.358,0.113,0.818,-1.587,-23.682,-35.767
0.382,0.14,0.786,-1.465,-26.672,-37.048
0.367,0.137,0.754,4.089,-24.231,-38.208
0.307,0.096,0.773,13.855,-17.395,-37.354
0.237,0.051,0.817,22.583,-8.423,-36.438
0.219,0.027,0.844,25.818,-0.61,-37.292
0.23,0.019,0.873,25.269,2.93,-39.612
0.251,0.023,0.895,23.865,3.174,-41.138
0.26,0.027,0.896,23.865,-0.183,-42.114
-0.52,-0.551,1.077,-13.55,-2.258,-3.357
-0.561,-0.586,1.089,-14.16,-1.77,-5.432
-0.604,-0.598,1.106,-16.724,0.977,-7.141
-0.666,-0.603,1.134,-19.47,6.165,-7.629
-0.749,-0.633,1.178,-21.362,13.367,-6.958
-0.869,-0.674,1.231,-24.475,21.912,-5.493
-1.04,-0.743,1.29,-28.32,30.029,-4.089
-1.237,-0.847,1.361,-32.41,38.452,-1.038
-1.384,-0.969,1.436,-39.368,47.913,5.005
-1.473,-0.956,1.507,-49.805,56.091,11.23
-1.437,-0.878,1.519,-57.922,62.683,12.634
-1.333,-0.757,1.494,-58.411,68.298,11.536
-1.222,-0.585,1.424,-50.354,72.815,10.986
-1.122,-0.397,1.285,-36.804,77.087,12.451
-1.014,-0.197,1.125,-21.545,79.407,16.418
-0.906,0.02,0.938,-7.446,80.75,22.705
-0.748,0.247,0.724,7.141,79.956,30.09
-0.527,0.433,0.528,17.517,74.646,38.269
-0.289,0.659,0.354,18.982,63.843,50.415
-0.04,0.947,0.136,16.663,43.091,65.918
0.182,1.287,-0.165,19.348,12.878,81.36
0.356,1.773,-0.604,30.396,-13.855,97.107
0.641,2.201,-1.105,60.913,-27.222,118.591
1.079,2.53,-1.359,76.477,-9.399,146.667
1.757,3.087,-1.466,50.72,38.757,183.289
2.837,3.34,-1.367,1.953,96.436,235.229
3.871,3.249,-0.849,-65.613,156.921,303.528
4,2.883,-0.034,-135.01,212.219,374.695
4,1.954,0.958,-172.302,249.084,433.96
4,0.293,1.659,-156.677,257.141,462.585
4,-2.198,1.989,-94.482,221.069,448.914
4,-4,2.217,-40.955,155.823,387.39
3.033,-4,2.123,-39.673,62.195,264.343
2.335,-4,1.34,-63.049,-75.623,72.266
1.562,-2.341,0.382,-42.053,-211.975,-131.287
0.871,0.487,-0.18,42.358,-239.624,-284.607
0.151,2.729,-0.084,116.272,-149.78,-336.487
-0.842,3.904,0.619,111.755,-41.504,-274.841
-1.438,4,1.141,38.818,0.61,-152.771
-1.279,3.432,1.125,-39.307,-23.926,-29.419
-0.821,2.396,0.811,-83.679,-57.129,66.895
-0.319,1.218,0.553,-82.642,-57.983,122.864
0.208,0.147,0.46,-44.373,-39.124,127.136
0.506,-0.533,0.466,3.723,-11.414,93.201
0.642,-0.834,0.483,41.199,16.846,47.18
0.826,-0.842,0.547,52.429,36.865,4.15
0.91,-0.603,0.716,36.255,39.734,-26.245
0.85,-0.241,0.923,11.658,29.724,-40.1
0.719,0.02,1.018,-4.761,14.16,-40.344
0.55,0.159,0.939,-8.545,-5.859,-36.438
0.419,0.235,0.75,-6.531,-25.269,-32.776
0.321,0.296,0.591,-3.418,-35.278,-30.945
0.17,0.347,0.498,2.319,-32.837,-27.649
0.128,0.371,0.469,12.268,-21.912,-25.513
0.172,0.365,0.512,20.752,-6.042,-23.071
0.233,0.318,0.629,26.794,13.672,-17.456
0.323,0.23,0.766,32.104,33.081,-12.634
0.425,0.121,0.87,35.828,46.631,-9.888
0.515,0.028,0.949,38.208,52.612,-7.935
0.574,-0.034,1.005,37.903,51.208,-7.324
0.625,-0.073,1.015,33.569,41.016,-6.897
0.641,-0.119,0.992,26.794,24.536,-5.249
0.653,-0.149,0.927,18.127,6.348,-3.601
0.649,-0.177,0.847,9.094,-8.118,-3.235
0.634,-0.192,0.781,2.625,-16.907,-3.906
0.619,-0.197,0.745,0.427,-20.569,-7.08
0.611,-0.178,0.734,1.831,-19.958,-13.611
0.619,-0.15,0.744,6.287,-15.686,-22.156
0.615,-0.097,0.774,12.146,-9.827,-30.09
0.574,-0.037,0.807,18.127,-3.479,-35.828
0.548,0.013,0.828,21.667,0.549,-39.917
0.536,0.059,0.824,21.973,0.854,-41.809
0.535,0.074,0.822,20.569,-0.793,-40.71
0.507,0.072,0.822,18.25,-2.563,-38.574
0.51,0.069,0.834,15.808,-6.592,-37.476
0.508,0.06,0.843,14.343,-9.583,-36.255
0.528,0.047,0.842,14.465,-8.728,-35.645
0.548,0.02,0.838,16.418,-6.897,-35.706
0.563,0.004,0.836,18.982,-6.042,-36.316
0.572,-0.003,0.849,21.667,-6.042,-37.659
0.563,-0.012,0.858,23.071,-5.737,-39.185
0.546,-0.003,0.88,22.034,-6.287,-40.771
0.543,0.015,0.899,18.433,-7.69,-41.565
0.556,0.033,0.913,12.024,-9.827,-40.894
0.559,0.054,0.917,4.028,-12.207,-39.001
0.548,0.058,0.916,-2.686,-13.55,-35.278
0.534,0.046,0.905,-6.104,-14.465,-31.799
0.532,0.028,0.886,-7.202,-15.259,-30.518
0.531,0.016,0.846,-5.981,-15.991,-31.128
0.526,0.004,0.809,-2.502,-16.235,-33.02
0.546,0.016,0.769,2.502,-14.465,-34.973
0.543,-0.007,0.714,8.606,-9.155,-35.034
0.537,-0.053,0.692,14.648,-5.859,-35.461
0.52,-0.069,0.693,16.968,-2.625,-37.17
0.506,-0.069,0.72,16.235,1.282,-39.978
0.507,-0.036,0.769,12.207,5.127,-42.297
0.52,-0.008,0.823,4.883,7.751,-40.71
0.503,-0.024,0.876,-5.249,6.348,-36.316
0.5,-0.039,0.877,-17.09,2.38,-31.311
0.507,-0.049,0.868,-28.748,-5.066,-28.564
0.511,-0.051,0.859,-36.316,-13.794,-28.625
0.507,-0.039,0.854,-38.269,-20.63,-30.212
0.505,-0.01,0.849,-35.706,-24.292,-32.166
0.51,0.005,0.843,-28.687,-25.818,-33.691
0.496,0,0.857,-18.616,-24.109,-34.668
0.455,0.011,0.849,-10.864,-20.081,-35.828
0.431,0.016,0.844,-5.31,-16.357,-36.316
0.416,0.019,0.848,-0.549,-16.907,-36.377
0.398,0.043,0.844,2.625,-19.958,-34.973
0.397,0.054,0.827,5.371,-22.278,-33.081
0.385,0.033,0.812,7.935,-23.499,-30.64
0.366,0.02,0.792,8.301,-23.987,-28.381
0.344,0.005,0.77,6.165,-24.231,-27.283
0.334,-0.003,0.75,3.845,-24.292,-27.161
0.333,-0.008,0.732,2.747,-23.56,-27.893
0.345,-0.015,0.703,2.869,-21.179,-28.931
0.37,-0.022,0.662,4.272,-17.395,-30.09
0.389,-0.037,0.645,6.165,-13.794,-30.945
0.378,-0.047,0.65,6.348,-10.376,-31.677
-0.36,-0.732,1.032,-21.851,3.357,-2.686
-0.388,-0.79,1.06,-26.428,5.737,-3.052
-0.431,-0.829,1.092,-30.823,8.545,-2.93
-0.478,-0.887,1.133,-34.18,11.719,-3.662
-0.533,-0.949,1.176,-38.025,15.442,-5.493
-0.601,-0.997,1.223,-43.213,20.813,-7.324
-0.672,-1.038,1.28,-47.485,28.076,-9.094
-0.756,-1.094,1.355,-50.781,35.645,-12.085
-0.846,-1.109,1.43,-55.786,45.166,-15.808
-0.955,-1.097,1.484,-59.753,54.932,-19.409
-1.074,-1.091,1.515,-59.509,62.317,-22.766
-1.198,-1.073,1.519,-57.678,66.528,-25.33
-1.329,-1.007,1.496,-56.641,67.871,-26.001
-1.406,-0.905,1.41,-55.969,67.505,-23.071
-1.429,-0.775,1.286,-56.702,68.176,-15.076
-1.468,-0.595,1.151,-59.875,71.289,-2.625
-1.445,-0.393,0.978,-61.035,75.806,11.841
-1.39,-0.138,0.78,-61.157,77.087,26.978
-1.274,0.163,0.571,-61.34,76.66,44.006
-1.108,0.478,0.354,-56.335,75.745,62.805
-0.823,0.768,0.169,-45.41,73.12,79.041
-0.47,1.02,0.104,-35.889,68.909,89.966
-0.071,1.304,0.078,-30.334,59.448,96.802
0.437,1.635,-0.056,-26.611,36.072,102.051
0.866,2.218,-0.588,-20.508,3.601,116.821
1.489,2.348,-1.09,-1.526,-18.982,152.527
2.03,2.498,-1.114,-19.836,4.272,194.58
2.923,2.961,-0.895,-58.228,59.326,227.478
3.88,2.882,-0.416,-65.125,105.896,267.212
4,2.278,0.207,-72.876,145.264,320.19
4,1.536,0.973,-115.356,166.443,367.371
4,0.397,1.62,-134.888,171.814,391.785
3.993,-1.32,1.487,-75.439,146.973,368.286
3.206,-3.384,0.824,40.771,91.919,283.63
2.31,-4,0.187,118.469,34.363,161.255
1.627,-4,-0.208,96.924,-17.334,25.94
1.091,-2.361,-0.326,26.062,-63.599,-90.698
0.621,-0.32,0.038,-23.499,-78.43,-163.147
0.218,1.394,0.646,-49.927,-51.392,-184.265
-0.338,2.58,1.235,-58.044,-21.484,-158.508
-0.736,3.03,1.39,-49.011,-21.057,-108.521
-1.002,2.87,1.109,-32.959,-57.434,-51.147
-0.828,2.227,0.695,-28.442,-84.595,5.676
-0.57,1.374,0.335,-35.4,-75.256,52.429
-0.222,0.509,0.175,-32.715,-54.077,73.73
0.154,-0.11,0.164,-13.794,-28.992,64.026
0.469,-0.418,0.361,9.766,-2.258,37.842
0.667,-0.419,0.671,20.264,19.775,10.01
0.775,-0.254,0.98,14.648,32.471,-9.705
0.824,-0.103,1.179,2.136,34.119,-18.311
0.749,-0.009,1.196,-9.338,20.813,-18.372
0.628,0.029,1.048,-16.357,-1.709,-16.968
0.469,0.075,0.816,-18.127,-22.644,-17.029
0.38,0.11,0.634,-14.038,-32.288,-18.921
0.313,0.176,0.587,-7.874,-30.701,-21.057
0.265,0.254,0.643,-0.366,-20.142,-21.484
0.285,0.299,0.749,8.545,-3.601,-21.118
0.338,0.291,0.874,15.93,12.024,-19.043
0.401,0.244,0.984,21.24,23.315,-14.954
0.452,0.165,1.063,25.757,27.649,-10.193
0.499,0.093,1.088,29.236,26.978,-7.263
0.525,0.031,1.069,32.043,21.912,-4.761
0.514,-0.007,1.027,33.142,13.062,-2.625
0.528,-0.034,0.974,32.104,2.625,-1.648
0.55,-0.085,0.914,28.564,-5.981,-0.916
0.551,-0.106,0.877,22.522,-9.766,-1.099
0.562,-0.113,0.881,17.151,-9.277,-2.563
0.564,-0.113,0.9,14.16,-6.47,-5.31
0.539,-0.085,0.916,14.648,-4.211,-8.728
0.522,-0.043,0.932,18.066,-4.028,-13.611
0.504,-0.004,0.938,21.973,-4.15,-17.578
0.488,0.017,0.928,24.475,-4.456,-19.714
0.47,0.028,0.905,24.902,-5.005,-20.508
0.455,0.024,0.883,24.841,-6.409,-19.958
0.451,0,0.859,25.208,-7.446,-19.47
0.455,-0.027,0.832,25.94,-7.812,-19.958
0.453,-0.048,0.816,26.367,-7.935,-21.973
0.479,-0.069,0.797,27.039,-6.104,-23.865
0.486,-0.101,0.805,26.367,-3.235,-24.17
0.503,-0.117,0.828,22.827,-1.343,-24.841
0.517,-0.118,0.844,16.235,-0.061,-26.001
0.532,-0.112,0.86,9.094,0.122,-26.611
0.538,-0.105,0.893,3.174,-1.587,-27.283
0.54,-0.082,0.923,-1.831,-5.127,-28.015
0.54,-0.065,0.934,-6.653,-10.254,-28.625
0.548,-0.029,0.919,-11.047,-16.052,-29.419
0.556,-0.011,0.909,-14.954,-20.508,-30.212
0.568,-0.005,0.882,-18.921,-22.766,-30.151
0.558,-0.012,0.866,-21.179,-24.109,-29.236
0.537,-0.013,0.852,-20.02,-23.499,-30.151
0.519,-0.002,0.842,-16.113,-21.118,-33.508
0.516,0.02,0.823,-10.742,-18.616,-38.269
0.521,0.044,0.818,-5.615,-15.747,-41.321
0.53,0.055,0.802,-1.831,-12.634,-42.48
0.484,0.097,0.827,-0.977,-10.315,-41.626
0.468,0.104,0.824,-3.479,-9.583,-39.917
0.465,0.111,0.823,-8.484,-10.315,-38.391
0.453,0.135,0.808,-14.282,-11.902,-37.109
0.446,0.136,0.781,-17.944,-13.794,-35.706
0.45,0.14,0.754,-18.738,-15.32,-36.133
0.444,0.145,0.721,-17.395,-15.747,-38.208
0.43,0.153,0.703,-13.794,-15.32,-40.588
0.408,0.148,0.69,-8.728,-13.916,-42.847
0.385,0.155,0.693,-3.662,-12.024,-44.617
0.389,0.172,0.718,0,-11.169,-45.593
0.387,0.182,0.742,0.793,-12.085,-44.922
0.384,0.19,0.749,-1.587,-13.855,-42.236
0.41,0.2,0.768,-4.7,-17.09,-38.635
0.426,0.195,0.784,-7.08,-20.935,-35.034
0.435,0.174,0.776,-7.996,-24.231,-31.311
0.443,0.155,0.763,-7.019,-26.306,-28.625
0.431,0.119,0.758,-4.883,-26.55,-26.184
0.393,0.099,0.786,-4.395,-24.414,-25.085
0.354,0.088,0.826,-4.15,-20.264,-24.963
0.346,0.065,0.878,-2.319,-17.456,-26.489
0.345,0.049,0.928,-0.854,-17.334,-29.785
0.345,0.072,0.95,0,-19.043,-33.142
0.364,0.059,0.981,0.549,-21.545,-35.034
0.402,0.075,1,-2.014,-24.719,-36.987
-0.378,-0.496,1.208,-13.367,-2.38,-0.183
-0.407,-0.53,1.224,-13.123,-0.488,-0.61
-0.437,-0.568,1.259,-12.451,1.221,-0.854
-0.511,-0.614,1.283,-11.78,2.686,-0.732
-0.542,-0.653,1.314,-12.024,4.028,-1.709
-0.621,-0.696,1.32,-13.55,3.967,-3.418
-0.703,-0.711,1.317,-15.564,4.395,-4.7
-0.806,-0.731,1.284,-15.93,5.371,-6.775
-0.952,-0.777,1.262,-15.015,8.423,-7.751
-1.159,-0.85,1.261,-16.541,13.367,-6.958
-1.364,-0.919,1.281,-22.949,18.86,-5.432
-1.52,-0.961,1.33,-32.898,29.114,-3.418
-1.591,-0.978,1.378,-43.396,41.931,-1.709
-1.681,-0.999,1.424,-49.805,54.565,0.488
-1.694,-1.001,1.471,-51.27,67.688,3.174
-1.678,-1.01,1.502,-48.218,75.623,6.165
-1.643,-0.996,1.487,-40.588,76.782,12.146
-1.514,-0.949,1.39,-28.992,71.777,19.897
-1.33,-0.803,1.166,-17.822,58.411,27.039
-1.108,-0.504,0.794,-5.188,38.025,33.752
-0.802,-0.159,0.341,16.541,14.282,37.292
-0.751,0.283,-0.132,45.593,-7.385,35.034
-0.742,0.94,-0.615,84.473,-25.33,26.001
-0.866,1.771,-1.241,134.827,-37.048,20.447
-0.711,2.517,-1.604,157.532,-38.574,46.753
-0.183,3.135,-1.874,113.708,-22.644,111.145
0.708,3.511,-1.97,14.099,-4.822,199.158
1.982,4,-1.966,-106.018,34.363,278.564
3.708,4,-1.514,-196.96,100.83,343.506
4,4,-0.521,-252.747,191.162,394.226
4,3.604,1.049,-276.855,285.889,428.772
4,2.217,2.975,-257.141,348.145,465.393
4,-0.38,3.802,-180.725,344.971,492.798
4,-3.705,3.665,-75.684,253.967,458.435
4,-4,3.058,-31.982,93.445,346.313
3.853,-4,2.113,-64.209,-77.454,171.997
2.953,-3.956,0.706,-92.041,-219.849,-38.147
1.72,-1.302,-0.264,-28.625,-289.856,-227.844
0.588,1.423,-0.573,66.162,-239.685,-347.473
-0.323,3.615,-0.206,100.281,-133.118,-364.746
-1.513,4,0.504,63.721,-65.491,-269.409
-1.861,4,0.736,-2.014,-36.56,-131.348
-1.638,3.289,0.563,-42.603,-38.208,-18.921
-0.956,2.201,0.331,-36.377,-28.687,45.837
-0.401,1.028,0.34,8.179,-2.075,78.735
0.194,0.015,0.481,47.546,31.738,79.346
0.61,-0.621,0.629,56.763,47.913,57.495
0.841,-0.881,0.755,35.95,38.94,32.532
0.878,-0.764,0.936,1.404,18.677,7.263
0.852,-0.356,1.126,-27.283,-2.991,-17.578
0.759,0.024,1.255,-40.588,-17.761,-31.86
0.521,0.223,1.153,-37.109,-23.01,-32.837
0.256,0.342,0.897,-24.902,-29.48,-31.006
0.099,0.463,0.698,-13.733,-39.429,-32.898
-0.036,0.508,0.538,-4.761,-38.391,-30.579
-0.108,0.509,0.478,1.526,-24.841,-23.804
-0.068,0.49,0.526,6.653,-4.395,-17.883
-0.005,0.462,0.647,12.39,13.672,-12.024
0.052,0.411,0.775,19.531,23.987,-6.592
0.162,0.339,0.873,25.818,30.334,-0.854
0.278,0.228,0.963,28.381,31.128,6.714
0.386,0.111,1.026,27.283,28.992,13.306
0.465,-0.021,1.056,23.254,25.146,18.25
0.517,-0.109,1.046,17.883,17.639,18.982
0.57,-0.175,1.003,15.32,8.667,16.846
0.575,-0.228,0.945,14.709,0.977,12.573
0.587,-0.234,0.869,13.184,-1.587,6.165
0.569,-0.203,0.843,10.437,-1.404,0.366
0.549,-0.165,0.858,6.714,-0.549,-4.333
0.52,-0.101,0.889,1.953,-0.671,-8.606
0.491,-0.011,0.917,0,-1.221,-12.878
0.455,0.066,0.945,2.93,-1.038,-15.808
0.406,0.143,0.975,8.118,-0.244,-17.09
0.37,0.174,0.984,12.39,0.977,-16.113
0.363,0.184,0.988,13.489,1.465,-13.306
0.361,0.17,0.987,11.108,0.366,-8.85
0.379,0.137,0.997,7.08,-2.075,-5.615
0.4,0.106,1,4.15,-3.052,-3.906
0.432,0.068,0.992,4.395,-1.892,-3.052
0.448,0.032,0.988,6.287,-0.427,-3.601
0.468,0.002,0.979,8.118,0.305,-5.249
0.484,-0.014,0.969,8.972,1.099,-8.118
0.488,-0.03,0.963,9.094,1.709,-11.047
0.5,-0.029,0.953,8.484,1.709,-14.709
0.491,-0.011,0.947,7.141,0.427,-18.311
0.499,0.013,0.95,5.798,-1.099,-21.484
0.505,0.029,0.95,4.822,-2.258,-24.109
0.507,0.048,0.937,3.967,-2.991,-26.672
0.501,0.066,0.926,4.517,-3.967,-28.564
0.495,0.07,0.91,5.859,-4.578,-30.151
0.491,0.08,0.893,6.836,-4.578,-32.288
0.488,0.092,0.875,7.385,-4.211,-33.936
0.488,0.1,0.869,7.08,-3.662,-34.607
0.475,0.097,0.868,5.432,-3.052,-34.485
0.474,0.093,0.862,2.625,-4.028,-35.095
0.475,0.099,0.856,-0.671,-6.165,-36.56
0.476,0.107,0.843,-2.502,-8.301,-38.635
0.457,0.128,0.835,-2.319,-9.766,-41.138
0.454,0.165,0.82,0.183,-10.315,-44.739
0.448,0.184,0.807,4.7,-10.193,-47.546
0.434,0.19,0.803,8.789,-9.949,-49.438
0.428,0.195,0.804,9.888,-10.132,-50.354
0.442,0.191,0.81,7.263,-10.132,-50.842
0.437,0.193,0.812,1.343,-11.108,-49.133
0.454,0.193,0.812,-5.737,-14.343,-46.692
0.467,0.18,0.809,-12.695,-18.86,-44.25
0.497,0.18,0.782,-19.287,-23.376,-43.579
0.533,0.186,0.742,-21.362,-26.611,-44.739
0.55,0.207,0.709,-17.212,-27.466,-46.326
0.566,0.214,0.693,-10.376,-25.085,-48.828
0.55,0.218,0.693,-3.723,-20.996,-52.002
0.493,0.208,0.705,1.77,-16.968,-55.115
0.443,0.264,0.691,7.019,-15.015,-58.167
0.45,0.23,0.701,12.451,-13.855,-58.105
0.426,0.202,0.729,14.954,-13.245,-56.091
0.414,0.206,0.739,12.573,-14.221,-53.589
0.419,0.204,0.739,9.888,-17.7,-51.697
0.453,0.201,0.721,8.85,-21.667,-50.415
0.476,0.188,0.699,10.132,-23.804,-50.415
-0.443,-0.804,1.119,-18.494,17.7,-9.155
-0.553,-0.897,1.169,-24.536,15.869,-10.437
-0.69,-0.953,1.207,-30.457,11.536,-13
-0.842,-1.01,1.235,-34.668,10.01,-16.479
-1.045,-1.071,1.265,-38.269,11.414,-20.752
-1.281,-1.14,1.325,-43.457,14.832,-22.278
-1.543,-1.242,1.418,-53.04,20.02,-21.545
-1.777,-1.328,1.515,-67.627,25.513,-20.447
-1.925,-1.345,1.595,-82.825,32.043,-20.508
-1.928,-1.263,1.633,-96.375,42.114,-21.545
-1.887,-1.136,1.651,-104.98,56.702,-22.461
-1.804,-0.962,1.644,-106.628,72.693,-21.24
-1.644,-0.751,1.588,-103.638,88.196,-14.771
-1.504,-0.579,1.546,-97.778,99.121,-3.784
-1.349,-0.384,1.462,-93.994,103.516,12.268
-1.104,-0.105,1.287,-89.111,96.863,30.273
-0.879,0.232,1.02,-72.327,83.923,47.974
-0.691,0.612,0.63,-40.955,76.05,63.11
-0.481,0.978,0.199,0.427,72.021,75.256
-0.309,1.242,-0.146,41.931,66.284,82.581
-0.26,1.621,-0.473,67.749,60.669,88.989
-0.039,2.08,-0.761,76.538,49.988,100.098
0.402,2.56,-1.095,76.233,28.992,122.437
1.301,3.136,-1.703,72.876,7.874,153.198
2.439,3.743,-1.993,54.993,14.526,196.716
3.929,4,-1.975,26.611,68.604,250.916
4,4,-1.395,10.01,138.306,330.627
4,2.932,-0.262,-24.78,213.684,420.471
4,0.943,1.103,-72.327,258.179,490.845
4,-2.113,1.79,-77.026,245.911,516.541
4,-4,1.896,-35.034,172.241,466.98
3.544,-4,1.721,-35.95,39.001,320.251
2.836,-4,0.903,-91.248,-115.784,90.332
1.855,-3.059,-0.118,-77.271,-229.431,-142.822
0.912,-0.193,-0.61,33.936,-230.652,-311.768
0.09,2.248,-0.477,105.042,-145.508,-379.028
-0.786,3.858,0.375,76.538,-57.068,-325.134
-1.415,4,1.17,-12.817,-7.751,-193.542
-1.413,3.649,1.349,-89.172,-19.043,-53.04
-1.077,2.626,1.004,-109.741,-56.458,41.626
-0.632,1.537,0.57,-79.285,-62.012,88.684
-0.155,0.561,0.334,-21.118,-35.645,97.412
0.247,-0.199,0.242,29.907,0.549,80.444
0.567,-0.707,0.285,54.26,28.564,54.321
0.792,-0.896,0.459,45.41,35.828,31.067
0.961,-0.784,0.703,15.747,32.288,10.742
1.017,-0.536,1.037,-12.085,24.963,-6.409
0.876,-0.243,1.285,-29.48,-6.592,-20.447
0.721,-0.022,1.189,-34.485,-23.56,-27.588
0.511,0.128,0.897,-28.198,-28.625,-29.297
0.301,0.254,0.699,-20.142,-42.725,-26.855
0.135,0.324,0.566,-15.625,-48.096,-24.536
0.075,0.359,0.541,-13.428,-35.889,-20.02
0.112,0.354,0.621,-7.08,-16.968,-15.32
0.165,0.31,0.758,3.662,3.784,-12.024
0.243,0.27,0.903,17.09,20.02,-10.437
0.337,0.218,1.01,29.846,26.184,-8.179
0.436,0.125,1.092,38.086,25.391,-5.066
0.508,0.039,1.116,38.757,24.109,-0.854
