aX,aY,aZ,gX,gY,gZ
0.271,0.029,3.367,-160.95,-15.869,150.391
0.656,-0.763,2.963,-46.082,-9.338,171.997
1.214,-1.479,2.256,65.735,-13.184,172.729
1.827,-1.65,1.165,151.794,-41.626,141.785
2.125,-1.299,-0.141,183.777,-100.891,88.013
1.997,-0.703,-1.213,156.25,-161.499,22.095
1.589,-0.109,-1.76,98.022,-193.726,-41.626
1.157,0.376,-2,35.706,-185.181,-88.318
0.72,0.703,-1.899,-8.972,-148.315,-105.225
0.409,0.738,-1.571,-19.531,-88.867,-91.309
0.292,0.554,-1.143,-11.902,-20.752,-59.021
0.371,0.276,-0.745,-5.859,33.386,-20.508
0.525,0.008,-0.406,-3.723,67.688,19.409
0.715,-0.256,-0.15,1.587,84.534,52.49
0.921,-0.535,-0.023,14.893,92.468,74.097
1.116,-0.781,-0.013,31.616,94.788,82.886
1.215,-0.939,-0.04,42.908,83.008,77.759
1.187,-1.022,-0.085,47.729,65.857,63.538
1.1,-1.022,-0.107,47.668,51.392,44.006
1.027,-0.942,-0.108,45.044,41.016,21.973
0.974,-0.828,-0.052,43.518,36.926,0.427
0.972,-0.704,0.015,46.387,36.194,-17.639
0.973,-0.607,0.031,51.514,33.508,-28.137
0.947,-0.557,0.03,53.833,27.893,-32.227
0.939,-0.528,0.013,53.284,23.01,-34.668
0.943,-0.496,-0.001,50.232,19.348,-35.461
0.922,-0.495,-0.016,46.143,16.113,-35.461
0.876,-0.5,-0.035,41.138,11.169,-36.621
0.816,-0.501,-0.069,35.706,6.836,-38.33
0.761,-0.508,-0.103,28.809,6.47,-39.246
0.715,-0.527,-0.127,21.912,6.836,-40.955
0.686,-0.548,-0.139,16.541,6.287,-45.41
0.661,-0.56,-0.126,12.939,7.019,-51.575
0.65,-0.571,-0.103,10.315,10.864,-56.091
0.64,-0.589,-0.055,8.85,16.602,-58.228
0.626,-0.598,-0.032,10.376,24.719,-59.814
0.606,-0.581,-0.006,15.32,33.02,-61.829
0.612,-0.557,0.02,19.226,39.124,-61.279
0.625,-0.543,0.047,19.714,40.894,-58.35
0.622,-0.536,0.069,19.409,38.574,-54.382
0.583,-0.557,0.082,20.447,33.813,-49.988
0.534,-0.588,0.086,23.254,28.381,-46.204
0.514,-0.63,0.105,27.039,25.024,-43.274
0.519,-0.648,0.101,30.457,24.475,-41.809
0.535,-0.641,0.092,33.691,24.963,-42.114
0.554,-0.643,0.114,35.767,25.94,-45.166
0.586,-0.656,0.137,37.537,26.978,-50.537
0.586,-0.674,0.13,38.94,25.024,-55.115
0.552,-0.685,0.095,38.452,17.517,-57.068
0.501,-0.72,0.048,34.363,6.348,-57.312
0.399,-0.732,-0.004,28.32,-5.737,-57.007
0.309,-0.695,-0.053,23.071,-15.93,-54.382
0.266,-0.661,-0.09,17.639,-21.851,-48.95
0.263,-0.651,-0.12,13.855,-22.461,-42.908
0.265,-0.66,-0.14,15.503,-19.104,-37.537
0.26,-0.675,-0.171,20.874,-13.977,-33.569
0.259,-0.713,-0.2,26.917,-7.69,-31.555
0.255,-0.78,-0.212,31.067,-2.258,-31.555
0.255,-0.842,-0.217,31.433,1.709,-31.006
0.272,-0.872,-0.237,28.32,4.15,-30.212
0.281,-0.873,-0.254,25.574,6.165,-31.006
0.282,-0.883,-0.254,25.391,8.606,-32.349
0.294,-0.883,-0.26,24.475,11.169,-33.02
0.309,-0.865,-0.277,19.043,13.977,-30.64
0.301,-0.859,-0.295,10.62,16.724,-25.391
0.285,-0.858,-0.297,5.981,19.409,-21.179
0.281,-0.888,-0.296,7.69,23.621,-18.799
0.275,-0.937,-0.293,10.071,27.832,-18.616
0.262,-0.962,-0.294,9.888,31.128,-20.142
0.251,-0.977,-0.294,6.958,34.424,-22.034
0.262,-1.004,-0.29,3.235,38.147,-23.254
0.289,-1.023,-0.276,-0.305,42.175,-25.146
0.297,-1.034,-0.246,-2.258,46.082,-27.344
0.3,-1.017,-0.215,-2.075,50.415,-28.87
0.333,-1.004,-0.221,-0.366,54.321,-29.785
0.347,-1.026,-0.252,3.113,56.152,-30.518
0.359,-1.063,-0.275,7.69,58.105,-30.273
0.359,-1.095,-0.289,9.46,61.707,-26.55
0.307,-1.108,-0.284,5.798,65.063,-18.738
0.244,-1.101,-0.272,-0.244,68.359,-9.399
0.21,-1.104,-0.262,-0.488,73.303,-2.075
0.214,-1.104,-0.247,6.287,80.139,3.54
0.23,-1.107,-0.243,14.648,86.487,7.019
0.238,-1.117,-0.238,21.973,90.576,8.362
0.227,-1.144,-0.246,26.672,92.651,9.033
0.214,-1.154,-0.282,28.137,92.468,10.803
-0.445,-1.306,-0.603,57.251,74.402,72.449
-0.533,-1.397,-0.638,66.284,74.829,89.355
-0.657,-1.516,-0.676,72.144,70.557,106.14
-0.757,-1.65,-0.736,84.351,68.909,119.019
-0.877,-1.741,-0.855,102.295,63.782,130.066
-0.958,-1.786,-0.982,120.85,57.739,145.081
-1.009,-1.78,-1.081,131.348,46.936,168.579
-1.026,-1.807,-1.21,129.944,32.898,198.669
-0.977,-1.906,-1.338,128.845,17.944,226.624
-0.913,-2.14,-1.471,137.756,2.991,237.854
-0.947,-2.368,-1.611,161.926,-9.216,227.112
-1.024,-2.471,-1.744,178.345,-18.25,201.294
-1.022,-2.482,-1.839,169.495,-23.193,169.495
-0.89,-2.345,-1.962,146.729,-23.071,138.184
-0.827,-2.162,-1.99,130.737,-13.794,113.464
-0.844,-1.975,-1.966,128.357,3.418,93.506
-0.87,-1.732,-1.936,131.775,30.09,73.425
-0.842,-1.37,-1.846,130.493,62.256,50.903
-0.794,-0.816,-1.72,126.953,94.36,32.715
-0.669,-0.268,-1.602,120.911,118.591,29.297
-0.492,0.208,-1.454,106.14,124.451,47.546
-0.311,0.667,-1.364,90.393,113.647,79.102
-0.112,0.955,-1.427,81.97,88.745,106.75
-0.1,1.062,-1.494,69.214,57.617,118.958
-0.092,1.295,-1.184,38.147,53.955,118.225
0.351,1.968,-0.502,-0.488,94.91,103.943
1.225,3.147,0.232,-26.184,140.869,86.426
2.51,4,0.772,-32.166,146.24,98.206
3.706,4,0.893,-27.039,103.455,172.363
4,3.999,0.671,-9.644,39.612,303.223
4,2.634,0.608,11.902,-11.169,427.734
4,1.016,0.806,21.729,-28.748,475.342
4,-0.616,1.075,21.301,-22.278,448.181
4,-2.043,0.866,29.358,-13.672,382.935
4,-3.19,-0.081,63.965,16.846,310.791
3.563,-3.747,-0.574,106.445,30.64,229.736
2.529,-3.406,-0.119,87.28,20.508,116.333
0.865,-2.176,0.2,-9.399,11.23,-37.17
-0.053,-0.134,-0.043,-98.022,21.118,-208.618
-0.65,1.73,-0.122,-115.051,16.602,-325.439
-1.256,3.229,-0.258,-117.31,-23.804,-324.036
-1.589,3.474,-0.68,-120.605,-83.557,-217.773
-1.571,2.692,-0.881,-84.595,-95.459,-67.261
-1.003,1.828,-0.867,-6.348,-54.993,34.729
-0.269,0.921,-0.83,60.547,-9.766,86.67
0.385,-0.016,-0.882,88.318,19.531,110.168
0.898,-0.741,-0.957,82.825,30.945,110.596
1.177,-1.11,-0.988,50.598,24.841,86.121
1.16,-1.129,-0.915,2.991,10.62,43.457
1.104,-0.768,-0.931,-42.175,-4.761,-3.784
1.013,-0.338,-1.051,-66.284,-15.686,-37.903
0.838,-0.063,-1.131,-67.383,-17.578,-46.814
0.699,0.008,-1.095,-57.922,-10.315,-40.344
0.506,0.06,-1.076,-44.861,-1.282,-34.485
0.284,0.12,-1.084,-23.315,20.02,-35.706
0.237,0.101,-1.055,10.132,57.922,-41.992
0.42,0.073,-0.965,32.471,79.712,-55.969
0.573,-0.017,-0.907,30.945,70.923,-62.317
0.623,-0.15,-0.885,22.644,52.49,-56.702
0.674,-0.273,-0.856,15.32,33.02,-51.758
0.729,-0.324,-0.833,6.409,20.264,-51.025
0.738,-0.307,-0.837,-0.793,15.93,-51.086
0.767,-0.283,-0.828,-0.549,19.104,-51.147
0.796,-0.293,-0.8,-0.305,20.996,-54.016
0.842,-0.333,-0.755,-3.54,21.057,-59.265
0.827,-0.359,-0.738,-8.484,18.921,-63.965
0.831,-0.352,-0.754,-12.939,16.724,-69.397
0.818,-0.305,-0.769,-20.691,7.08,-76.782
0.783,-0.254,-0.809,-31.006,-2.808,-78.979
0.735,-0.193,-0.854,-38.269,-8.545,-76.782
0.697,-0.159,-0.887,-39.185,-7.507,-72.693
0.671,-0.165,-0.869,-34.119,-0.793,-69.336
0.678,-0.197,-0.816,-26.978,7.874,-68.665
0.693,-0.217,-0.777,-20.081,16.602,-70.557
0.704,-0.219,-0.74,-14.221,23.071,-73.486
0.721,-0.216,-0.708,-10.681,26.55,-76.172
0.739,-0.204,-0.678,-9.521,25.208,-78.857
0.736,-0.211,-0.654,-9.583,20.508,-80.383
0.701,-0.214,-0.649,-12.085,13.611,-81.055
0.643,-0.211,-0.662,-16.663,4.883,-79.773
0.59,-0.201,-0.682,-21.362,-2.747,-75.867
0.542,-0.209,-0.718,-25.024,-9.155,-72.327
0.51,-0.221,-0.759,-26.062,-13.977,-71.289
0.487,-0.226,-0.8,-25.208,-16.907,-71.289
0.482,-0.231,-0.823,-24.78,-17.761,-71.411
0.48,-0.232,-0.838,-26.794,-19.531,-71.533
0.478,-0.262,-0.844,-28.076,-19.409,-71.533
0.461,-0.302,-0.842,-27.893,-19.104,-71.228
0.428,-0.345,-0.826,-28.625,-19.104,-70.618
0.398,-0.389,-0.793,-31.982,-19.043,-69.031
0.358,-0.431,-0.752,-36.987,-20.691,-65.857
0.323,-0.429,-0.744,-39.795,-22.522,-61.218
0.296,-0.417,-0.749,-36.865,-22.217,-57.373
0.275,-0.423,-0.75,-29.358,-19.226,-56.458
0.271,-0.438,-0.754,-20.142,-12.939,-56.946
0.275,-0.449,-0.761,-12.878,-5.676,-57.8
0.28,-0.47,-0.761,-8.423,1.038,-59.631
0.287,-0.492,-0.762,-6.714,6.042,-62.866
0.29,-0.502,-0.766,-8.789,7.568,-65.918
0.297,-0.511,-0.763,-15.198,5.31,-66.101
0.298,-0.523,-0.749,-22.705,1.099,-63.354
0.291,-0.535,-0.738,-26.794,-3.296,-60.974
0.28,-0.528,-0.745,-27.405,-6.165,-59.265
0.258,-0.526,-0.737,-26.733,-8.423,-58.35
0.258,-0.53,-0.726,-26.428,-10.132,-58.411
0.281,-0.525,-0.73,-26.672,-11.292,-60.12
0.289,-0.523,-0.738,-25.818,-13.367,-61.584
0.301,-0.551,-0.755,-24.17,-15.93,-61.279
0.303,-0.58,-0.773,-23.621,-19.836,-58.899
0.277,-0.605,-0.801,-23.865,-24.841,-55.237
0.232,-0.635,-0.821,-25.879,-29.419,-51.514
0.198,-0.663,-0.827,-31.738,-31.494,-49.5
0.188,-0.676,-0.813,-39.124,-30.396,-51.208
0.176,-0.663,-0.795,-44.556,-26.794,-55.481
0.176,-0.632,-0.777,-47.668,-21.912,-59.57
0.197,-0.617,-0.761,-49.316,-17.517,-62.683
0.205,-0.615,-0.743,-50.415,-14.954,-64.27
0.194,-0.608,-0.731,-51.697,-14.709,-63.171
0.165,-0.622,-0.721,-54.443,-16.113,-60.73
-0.372,-1.443,-0.461,2.625,16.724,5.188
-0.511,-1.625,-0.503,11.719,16.602,7.629
-0.657,-1.864,-0.559,22.4,12.756,12.329
-0.799,-2.115,-0.646,31.555,9.094,19.958
-0.925,-2.33,-0.82,41.016,5.859,24.292
-1.025,-2.494,-1.03,56.152,4.7,25.452
-1.124,-2.65,-1.194,72.388,8.362,25.696
-1.181,-2.728,-1.331,80.872,18.494,26.611
-1.186,-2.697,-1.425,81.909,32.593,29.541
-1.238,-2.676,-1.381,81.36,49.194,38.391
-1.346,-2.709,-1.243,81.36,63.049,50.415
-1.527,-2.721,-1.103,84.778,71.838,57.434
-1.774,-2.665,-1.009,91.003,80.994,54.382
-2.052,-2.482,-0.946,93.567,89.661,42.603
-2.301,-2.172,-0.903,87.646,97.351,27.039
-2.469,-1.653,-0.87,75.195,104.675,9.216
-2.456,-0.891,-0.951,64.697,110.291,-7.629
-2.239,0.077,-1.043,59.082,119.873,-4.639
-1.776,1.083,-0.981,44.8,131.714,36.926
-1.006,1.825,-0.866,18.188,132.324,113.342
0.286,2.28,-0.744,7.446,127.869,192.627
1.786,2.391,-0.595,14.099,107.727,247.498
2.98,2.395,-0.469,16.296,61.157,264.526
3.812,2.752,-0.091,-17.09,-2.502,257.568
4,3.336,0.379,-104.37,-73.425,263.611
4,3.409,0.988,-195.618,-126.831,310.608
4,2.749,1.702,-236.45,-133.911,384.949
4,1.554,2.224,-179.016,-93.14,425.415
4,0.133,2.205,-36.316,-14.893,398.071
4,-1.223,1.24,122.559,35.217,329.102
3.993,-2.715,-0.269,230.591,59.021,249.207
3.59,-3.755,-0.847,244.141,64.27,173.767
2.905,-3.455,-0.483,109.314,48.523,81.299
1.937,-2.08,-0.064,-58.044,38.635,-52.795
0.771,-0.171,0.289,-144.836,8.667,-203.674
-0.489,1.606,0.266,-172.119,-27.832,-306.763
-1.383,2.634,-0.009,-151.062,-47.18,-300.11
-1.605,2.407,-0.24,-85.754,-50.171,-187.561
-1.325,1.662,-0.443,-11.841,-41.077,-57.068
-0.845,1.012,-0.672,31.677,-27.588,15.564
-0.295,0.481,-0.827,40.161,-14.099,47.974
0.217,0.07,-0.816,29.785,0.427,71.289
0.614,-0.315,-0.667,18.982,10.62,78.369
0.839,-0.708,-0.5,18.25,15.137,64.575
0.921,-1.019,-0.401,21.79,18.188,40.283
0.962,-1.131,-0.357,20.935,25.024,14.404
0.953,-1.062,-0.378,21.729,38.086,-11.597
0.917,-0.943,-0.418,27.405,53.284,-32.288
0.913,-0.855,-0.408,33.081,65.308,-44.373
0.875,-0.772,-0.383,34.241,64.331,-52.612
0.714,-0.769,-0.475,35.095,60.669,-60.425
0.749,-0.788,-0.542,37.72,62.378,-74.646
0.834,-0.744,-0.464,27.222,45.166,-90.576
0.781,-0.694,-0.437,1.038,20.02,-92.529
0.69,-0.656,-0.441,-22.705,2.808,-84.839
0.665,-0.567,-0.47,-34.302,-0.427,-77.209
0.648,-0.55,-0.403,-29.419,3.174,-69.458
0.638,-0.541,-0.354,-25.94,1.465,-67.383
0.63,-0.535,-0.319,-26.855,-5.737,-65.857
0.649,-0.538,-0.3,-29.114,-13.916,-64.148
0.657,-0.543,-0.306,-31.067,-22.4,-62.378
0.65,-0.519,-0.314,-30.64,-29.175,-60.791
0.651,-0.512,-0.319,-27.588,-32.166,-60.425
0.619,-0.518,-0.33,-20.081,-30.457,-62.073
0.667,-0.596,-0.23,-5.066,-22.4,-64.087
0.745,-0.631,-0.16,1.221,-23.437,-69.031
0.834,-0.629,-0.135,-3.906,-29.602,-74.524
0.897,-0.617,-0.129,-13,-36.987,-73.73
0.91,-0.568,-0.143,-25.391,-49.988,-72.144
0.872,-0.507,-0.176,-40.161,-67.383,-70.129
0.748,-0.499,-0.217,-50.903,-82.031,-66.528
0.584,-0.543,-0.204,-50.293,-88.562,-61.279
0.497,-0.56,-0.203,-39.001,-84.595,-57.19
0.48,-0.562,-0.212,-19.775,-70.129,-57.617
0.51,-0.607,-0.214,2.014,-50.537,-62.622
0.593,-0.65,-0.205,20.142,-32.959,-69.458
0.693,-0.669,-0.22,28.625,-22.766,-75.684
0.725,-0.678,-0.251,25.574,-24.475,-78.43
0.706,-0.708,-0.254,14.465,-35.461,-76.965
0.625,-0.764,-0.249,-0.854,-49.805,-70.435
0.52,-0.776,-0.246,-13.245,-62.683,-59.814
0.431,-0.773,-0.237,-19.165,-70.618,-51.758
0.367,-0.778,-0.21,-18.127,-71.228,-49.194
0.324,-0.763,-0.177,-13.794,-65.979,-49.927
0.314,-0.713,-0.174,-8.911,-57.068,-52.917
0.347,-0.659,-0.199,-2.869,-48.34,-57.19
0.378,-0.635,-0.246,3.662,-43.884,-60.059
0.376,-0.64,-0.293,7.507,-44.617,-57.922
0.318,-0.712,-0.317,6.714,-48.279,-48.828
0.27,-0.79,-0.328,4.089,-51.636,-38.94
0.256,-0.847,-0.332,1.526,-51.575,-34.973
0.227,-0.895,-0.318,0.122,-49.133,-35.706
0.203,-0.922,-0.288,-2.747,-45.898,-37.842
0.18,-0.936,-0.254,-8.972,-42.053,-40.833
0.145,-0.943,-0.23,-17.578,-39.124,-42.297
0.116,-0.919,-0.249,-23.926,-37.964,-42.236
0.099,-0.888,-0.287,-23.56,-36.865,-43.03
0.083,-0.894,-0.311,-18.311,-34.241,-44.617
0.074,-0.916,-0.328,-13.672,-29.297,-45.166
0.09,-0.927,-0.329,-11.292,-22.339,-46.143
0.105,-0.943,-0.31,-11.536,-14.893,-46.265
0.107,-0.969,-0.267,-14.038,-9.705,-44.922
0.097,-1.017,-0.214,-18.555,-7.874,-42.236
0.069,-1.055,-0.167,-24.292,-9.216,-39.001
0.045,-1.071,-0.151,-30.518,-13.245,-35.156
0.014,-1.073,-0.163,-32.288,-16.907,-31.189
-0.026,-1.065,-0.179,-27.588,-19.165,-28.992
-0.043,-1.055,-0.202,-22.278,-20.142,-26.917
-0.025,-1.065,-0.222,-20.02,-19.897,-23.376
-0.011,-1.082,-0.222,-20.508,-19.897,-19.043
0.008,-1.109,-0.212,-23.132,-19.409,-15.259
0.044,-1.134,-0.212,-28.442,-19.714,-12.329
0.043,-1.161,-0.236,-34.729,-21.973,-9.766
0.028,-1.168,-0.26,-38.94,-21.851,-9.399
0.011,-1.168,-0.262,-39.856,-18.066,-10.986
-0.02,-1.166,-0.244,-38.696,-12.329,-13.977
-0.03,-1.164,-0.209,-36.499,-4.456,-16.235
-0.004,-1.157,-0.146,-35.889,3.418,-15.93
0.027,-1.16,-0.088,-38.33,9.216,-13.611
-0.704,-1.526,-0.227,31.799,10.742,-41.87
-0.831,-1.706,-0.244,36.56,7.202,-39.429
-0.963,-1.848,-0.273,36.499,2.258,-40.222
-1.04,-1.953,-0.309,33.386,-0.61,-42.786
-1.145,-2.049,-0.352,30.884,-3.54,-44.067
-1.279,-2.167,-0.411,34.363,-5.066,-43.396
-1.345,-2.244,-0.49,44.739,-5.737,-44.25
-1.363,-2.309,-0.6,59.204,-4.15,-43.945
-1.371,-2.37,-0.694,71.96,0.977,-42.847
-1.386,-2.367,-0.791,78.979,8.301,-41.931
-1.441,-2.343,-0.874,86.487,17.7,-43.152
-1.57,-2.297,-0.915,100.403,29.663,-45.288
-1.737,-2.207,-0.935,115.051,44.495,-47.607
-1.987,-2.004,-0.945,124.695,57.8,-53.589
-2.288,-1.708,-0.951,129.822,67.017,-63.721
-2.622,-1.315,-0.984,130.737,74.219,-74.341
-2.875,-0.799,-1.012,126.282,84.9,-76.477
-2.884,-0.213,-1,116.089,104.492,-59.448
-2.61,0.415,-0.874,105.469,126.221,-22.644
-2.102,1.112,-0.809,97.229,134.949,31.189
-1.215,1.577,-0.763,91.919,125.244,106.445
-0.081,1.805,-0.711,76.477,97.839,192.688
1.225,1.927,-0.643,32.349,58.533,266.479
2.677,1.941,-0.452,-39.063,16.418,319.885
3.963,2.225,-0.144,-125,-26.489,350.22
4,2.484,0.3,-202.515,-65.125,378.906
4,2.22,0.952,-264.221,-73.608,436.218
4,1.498,1.903,-272.4,-37.292,490.173
4,0.307,2.668,-181.091,22.461,482.117
4,-1.138,2.543,-31.616,55.115,423.889
3.912,-2.523,1.722,106.934,45.471,361.633
3.457,-3.64,1.054,206.726,0.183,320.068
3.245,-4,0.362,220.642,-15.442,270.813
2.854,-3.296,0.272,180.725,27.039,170.837
1.663,-1.595,0.074,99.182,47.424,-2.563
0.45,0.68,-0.293,10.864,23.865,-200.073
-0.911,2.593,-0.527,-55.969,-32.837,-316.528
-1.996,3.301,-0.838,-93.811,-84.656,-321.35
-2.254,2.96,-0.862,-73.73,-76.538,-187.622
-1.499,2.074,-0.682,-12.634,-23.865,-8.301
-0.587,1.106,-0.54,26.367,7.507,94.971
0.182,0.125,-0.506,28.137,6.958,126.77
0.656,-0.71,-0.452,17.517,7.019,132.874
0.984,-1.377,-0.243,6.592,12.695,117.126
1.137,-1.703,0.013,-13.367,9.338,76.904
1.111,-1.681,0.163,-31.494,1.831,26.489
0.921,-1.488,0.159,-34.424,1.099,-14.282
0.809,-1.239,0.066,-18.555,13.062,-40.466
0.77,-1.027,-0.037,0,20.569,-56.702
0.78,-0.905,-0.17,12.39,22.644,-58.716
0.728,-0.879,-0.267,20.691,16.357,-47.668
0.642,-0.94,-0.363,17.578,5.615,-47.485
0.596,-1.001,-0.433,7.507,2.747,-54.871
0.652,-0.953,-0.437,-5.92,-1.465,-69.58
0.657,-0.867,-0.448,-23.987,-11.658,-85.205
0.621,-0.812,-0.444,-39.551,-19.287,-88.867
0.558,-0.766,-0.357,-53.894,-29.419,-82.947
0.484,-0.762,-0.296,-65.002,-35.461,-70.313
0.454,-0.759,-0.228,-66.589,-32.776,-60.547
0.453,-0.75,-0.148,-59.692,-28.748,-53.528
0.504,-0.722,-0.085,-49.744,-25.146,-49.133
0.563,-0.695,-0.045,-38.94,-25.024,-44.922
0.607,-0.682,-0.023,-29.053,-28.442,-39.856
0.597,-0.721,-0.003,-20.447,-30.884,-34.546
0.641,-0.753,0.045,-13.489,-31.311,-32.227
0.684,-0.826,0.088,-10.071,-34.485,-34.058
0.725,-0.867,0.115,-8.301,-38.086,-39.429
0.766,-0.853,0.101,-7.08,-42.725,-43.884
0.82,-0.823,0.058,-8.911,-46.387,-47.913
0.846,-0.759,0.005,-14.16,-52.856,-52.307
0.789,-0.676,-0.03,-19.165,-59.937,-54.016
0.687,-0.609,-0.029,-21.179,-64.026,-54.688
0.597,-0.574,0.006,-17.029,-62.378,-58.044
0.505,-0.557,0.053,-6.104,-53.589,-62.5
0.484,-0.562,0.124,6.775,-40.405,-68.115
0.526,-0.566,0.145,17.029,-27.222,-74.829
0.589,-0.538,0.108,23.376,-21.118,-81.177
0.607,-0.529,0.055,26.672,-25.146,-81.299
0.564,-0.542,0.006,26.611,-36.316,-74.951
0.487,-0.551,-0.05,24.17,-49.866,-67.261
0.417,-0.555,-0.087,20.996,-59.448,-60.12
0.356,-0.59,-0.093,16.907,-62.378,-54.504
0.3,-0.641,-0.072,13.672,-59.265,-52.49
0.262,-0.669,-0.052,9.766,-52.612,-54.871
0.228,-0.688,-0.058,5.371,-45.349,-58.838
0.183,-0.687,-0.079,3.723,-40.649,-59.875
0.151,-0.67,-0.109,6.226,-38.391,-58.472
0.132,-0.636,-0.153,11.902,-36.377,-55.786
0.136,-0.636,-0.179,20.386,-33.508,-50.842
0.153,-0.665,-0.181,29.663,-29.724,-45.41
0.173,-0.726,-0.173,36.194,-25.635,-41.199
0.192,-0.814,-0.162,35.706,-23.804,-39.795
0.205,-0.893,-0.142,26.245,-25.94,-40.527
0.192,-0.952,-0.14,7.08,-31.189,-40.955
0.115,-0.968,-0.158,-16.113,-39.246,-39.612
0.021,-0.92,-0.196,-31.555,-47.424,-39.429
-0.043,-0.863,-0.229,-33.569,-49.927,-41.321
-0.084,-0.849,-0.236,-27.039,-45.898,-43.274
-0.105,-0.88,-0.215,-17.212,-37.17,-44.8
-0.091,-0.903,-0.219,-10.193,-26.855,-45.227
-0.074,-0.919,-0.239,-8.423,-18.188,-42.664
-0.085,-0.96,-0.246,-9.338,-13.916,-36.255
-0.12,-1.008,-0.25,-10.315,-12.695,-27.588
-0.167,-1.083,-0.237,-11.047,-11.78,-17.212
-0.193,-1.147,-0.23,-13.794,-10.62,-9.033
-0.201,-1.17,-0.232,-16.907,-8.972,-6.592
-0.184,-1.172,-0.24,-18.127,-5.798,-6.775
-0.171,-1.176,-0.255,-18.86,-1.953,-7.812
-0.172,-1.168,-0.265,-21.057,0.916,-7.568
-0.17,-1.188,-0.263,-25.024,4.272,-6.531
-0.164,-1.208,-0.262,-29.968,7.629,-5.493
-0.163,-1.218,-0.258,-34.119,10.559,-4.456
-0.159,-1.255,-0.246,-34.973,14.282,-3.418
-0.167,-1.288,-0.238,-33.386,18.555,-3.174
-0.189,-1.293,-0.23,-31.128,22.217,-5.005
-0.202,-1.281,-0.21,-30.273,25.208,-7.935
-0.173,-1.27,-0.173,-33.02,27.588,-9.521
-0.146,-1.264,-0.134,-39.246,28.32,-9.399
-0.146,-1.235,-0.085,-46.082,27.466,-8.484
-0.631,-1.746,-0.161,21.912,-29.541,-13
-0.802,-1.937,-0.206,31.189,-37.231,-17.273
-0.953,-2.101,-0.263,41.077,-41.26,-21.24
-1.037,-2.258,-0.298,49.683,-40.527,-27.1
-1.081,-2.35,-0.352,53.04,-34.668,-34.729
-1.141,-2.347,-0.444,57.617,-26.367,-44.678
-1.249,-2.293,-0.535,70.251,-15.381,-56.335
-1.335,-2.234,-0.602,87.891,0.427,-63.416
-1.436,-2.213,-0.622,101.501,20.081,-62.927
-1.54,-2.194,-0.598,107.117,36.438,-57.007
-1.656,-2.13,-0.572,106.018,45.715,-49.255
-1.802,-1.989,-0.583,101.318,46.875,-43.396
-2.053,-1.809,-0.639,98.389,38.513,-44.861
-2.425,-1.568,-0.746,94.91,23.193,-58.228
-2.86,-1.232,-0.864,81.909,9.644,-83.679
-3.154,-0.669,-0.91,54.199,7.568,-110.596
-3.268,0.141,-0.889,19.287,17.639,-116.089
-3.161,1.026,-0.824,0.061,32.715,-74.097
-2.757,1.591,-0.803,6.897,45.471,21.667
-1.915,1.818,-0.762,26.489,58.105,153.687
-0.52,1.8,-0.73,34.058,75.317,284.607
1.272,1.638,-0.604,11.719,84.29,370.3
2.772,1.499,-0.352,-30.64,65.308,375.244
3.571,1.611,-0.005,-83.252,22.156,328.918
4,1.996,0.188,-168.701,-31.616,302.979
4,2.297,0.457,-291.809,-68.848,332.703
4,2.282,1.279,-396.423,-47.729,376.16
4,1.867,2.475,-411.194,20.752,378.113
4,0.925,3.312,-308.716,100.403,333.862
3.716,-0.344,3.404,-119.446,155.09,275.024
3.398,-1.832,2.745,95.947,171.936,228.882
3.517,-3.406,1.698,281.86,146.851,204.956
3.408,-4,0.653,372.192,97.229,175.842
2.857,-3.713,0.034,331.543,75.989,84.412
1.971,-2.353,-0.033,187.378,39.978,-72.815
1.019,-0.364,-0.146,0.671,-21.973,-232.483
-0.226,1.346,-0.337,-132.751,-80.627,-327.759
-1.184,2.347,-0.478,-175.232,-104.675,-337.769
-1.665,2.404,-0.491,-138.489,-87.036,-249.268
-1.403,1.965,-0.476,-62.927,-48.523,-106.995
-0.93,1.397,-0.551,10.742,-23.315,9.888
-0.483,0.625,-0.718,59.021,-13.306,76.843
0.015,-0.025,-0.827,69.641,-8.85,108.521
0.472,-0.534,-0.737,50.293,-2.502,118.958
0.768,-0.957,-0.461,18.677,-0.244,109.68
0.876,-1.21,-0.127,-12.756,-2.869,85.388
0.709,-1.245,0.095,-40.771,-1.831,54.81
0.566,-1.081,0.193,-53.284,16.663,22.278
0.567,-0.853,0.304,-45.044,37.903,-4.15
0.609,-0.757,0.401,-23.804,50.72,-16.052
0.664,-0.804,0.412,2.686,52.917,-16.479
0.793,-0.881,0.362,26.672,36.011,-12.451
0.783,-1.004,0.199,36.804,-0.732,-6.836
0.624,-1.121,-0.056,33.508,-32.959,-4.822
0.655,-1.208,-0.221,29.419,-50.293,-12.939
0.7,-1.219,-0.284,16.663,-68.42,-23.621
0.694,-1.229,-0.332,-2.808,-77.332,-26.428
0.664,-1.24,-0.293,-14.954,-76.721,-28.503
0.644,-1.22,-0.217,-20.63,-69.031,-33.386
0.623,-1.159,-0.144,-23.132,-55.847,-38.391
0.61,-1.054,-0.084,-23.56,-43.03,-46.631
0.623,-0.954,-0.051,-20.203,-29.541,-55.542
0.636,-0.863,-0.016,-13,-19.836,-59.814
0.629,-0.804,0.04,-6.958,-20.691,-62.134
0.611,-0.776,0.082,-0.488,-23.743,-60.913
